,Latitude,Longitude,MedInc,cluster
4808,34.03,-118.34,3.4306,1
3329,38.83,-122.74,3.3531,5
3293,38.99,-122.7,2.3558,5
14836,32.68,-117.1,2.0724,3
11484,33.73,-117.99,3.1912,3
13080,38.54,-121.35,3.5691,5
11882,33.98,-117.37,2.1151,3
3845,34.18,-118.46,3.0877,3
12085,33.89,-117.34,5.363,1
5551,33.95,-118.38,3.2708,3
16147,37.78,-122.47,4.0208,0
8296,33.76,-118.14,4.3889,1
13030,38.67,-121.2,2.9803,5
1794,37.94,-122.41,3.2875,5
17315,34.62,-120.18,3.1912,3
5917,34.28,-118.44,1.9688,3
17249,34.42,-119.7,3.1667,3
15538,33.12,-117.1,0.813,3
5024,33.99,-118.32,2.1875,3
1658,37.95,-121.94,7.1978,0
212,37.79,-122.21,3.0893,5
17156,37.42,-122.19,8.4375,0
13267,34.09,-117.67,2.7266,3
4419,34.08,-118.26,1.9209,3
20475,34.26,-118.75,5.4604,1
5193,33.93,-118.25,2.5,3
9551,37.37,-120.88,2.6908,5
8526,33.89,-118.33,5.1874,1
2166,36.77,-119.83,2.625,5
3110,35.6,-117.7,3.858,1
792,37.64,-122.09,4.1141,0
233,37.79,-122.19,4.6563,0
14886,32.63,-117.08,2.2788,3
13505,34.12,-117.32,1.4066,3
17388,34.97,-120.45,3.0368,3
209,37.79,-122.23,1.3281,5
9330,37.96,-122.5,6.1359,0
14619,32.78,-117.16,3.6375,1
20073,37.97,-120.38,2.5781,5
4498,34.05,-118.21,1.3846,3
12382,33.73,-116.38,4.0079,1
9505,39.18,-123.21,2.6275,5
2413,36.61,-119.44,3.9073,5
6598,34.18,-118.16,2.4135,3
18463,37.2,-121.7,4.65,0
13804,34.25,-117.55,4.555,1
11014,33.76,-117.82,6.5308,2
834,37.6,-122.02,3.2386,5
9063,34.68,-118.16,3.7807,1
8074,33.82,-118.18,3.7895,1
18072,37.28,-122.0,5.7295,0
9455,39.8,-123.47,2.3571,5
9810,36.58,-121.94,6.777,0
6035,34.06,-117.72,1.9643,3
10606,33.68,-117.81,5.1583,1
14155,32.77,-117.07,4.3529,1
1220,38.12,-120.76,3.8488,5
9957,38.4,-122.29,4.7833,0
15970,37.71,-122.41,1.2269,5
6552,34.17,-118.07,7.8588,2
11375,33.68,-117.96,2.3674,3
1387,37.97,-122.09,6.9961,0
2001,36.75,-119.78,1.2375,5
5609,33.79,-118.27,2.9375,3
11907,33.97,-117.4,5.0194,1
4581,34.06,-118.28,1.7199,3
16496,37.8,-121.0,3.6107,5
20208,34.31,-119.21,6.729,2
20452,34.28,-118.81,4.1607,1
2523,39.65,-122.14,3.6429,5
16344,38.04,-121.33,5.1878,0
7259,34.01,-118.17,2.7799,3
19396,37.76,-120.83,2.9125,5
15811,37.76,-122.43,4.2569,0
3078,35.47,-118.92,6.2885,2
7460,33.92,-118.19,2.0785,3
14872,32.62,-117.09,3.0729,3
16476,38.13,-121.27,1.75,5
4782,34.03,-118.32,2.1046,3
14446,32.81,-117.26,2.92,3
4381,34.09,-118.26,3.6434,1
17802,37.36,-121.81,7.5813,0
12505,38.56,-121.44,2.8542,5
14404,32.78,-117.25,2.45,3
6404,34.14,-118.03,3.0727,3
7642,33.82,-118.27,4.4015,1
8067,33.83,-118.18,5.0052,1
6452,34.12,-118.05,3.55,1
3308,38.95,-122.63,1.7083,5
2165,36.77,-119.83,2.4286,5
8809,33.75,-118.41,9.8091,2
20458,34.28,-118.77,5.1074,1
3803,34.21,-118.43,4.125,1
14194,32.71,-117.04,3.57,1
18659,36.98,-121.94,3.0905,5
15213,32.96,-117.12,5.2463,1
10618,33.68,-117.82,8.7974,2
15895,37.73,-122.4,2.6364,5
16569,37.76,-121.42,4.1855,0
19536,37.65,-120.93,4.25,0
7637,33.82,-118.29,3.4375,1
10122,33.93,-117.93,2.1944,3
10196,33.86,-117.94,4.6964,1
15923,37.72,-122.43,3.6719,5
10619,33.68,-117.82,7.9187,2
11239,33.82,-117.96,3.6422,1
13973,34.24,-116.82,2.5147,3
1386,37.97,-122.08,6.6579,0
18278,37.35,-122.07,8.5888,0
16414,37.9,-121.24,2.625,5
15871,37.76,-122.41,2.6667,5
14363,32.73,-117.23,2.5259,3
15928,37.73,-122.42,4.625,0
3095,35.47,-118.61,2.5474,3
13606,34.17,-117.27,4.625,1
3285,39.05,-122.78,2.6181,5
9930,38.29,-122.33,5.3351,0
9166,34.43,-118.43,4.2037,1
13554,34.1,-117.31,2.0089,3
7847,33.89,-118.16,1.7344,3
1313,38.0,-121.79,2.5893,5
10085,33.94,-117.95,5.0782,1
13365,33.98,-117.6,2.7284,3
8420,33.93,-118.34,3.0677,3
11095,33.84,-117.88,3.7303,1
14142,32.75,-117.09,1.6318,3
16630,35.32,-120.83,3.2226,5
11525,33.72,-118.05,3.8038,1
17974,37.31,-121.96,7.0469,0
11245,33.81,-118.01,4.5179,1
9631,37.25,-121.0,2.6087,5
5072,33.98,-118.31,2.0,3
9373,37.92,-122.53,3.875,5
13730,34.04,-117.18,4.9125,1
4749,34.05,-118.34,2.6654,3
15487,33.14,-117.12,4.1641,1
2269,36.79,-119.79,1.9386,5
19324,38.53,-122.97,2.1165,5
14328,32.71,-117.17,4.2375,1
20293,34.16,-119.18,3.6546,1
16883,37.59,-122.38,4.6628,0
8598,33.88,-118.36,4.7404,1
1422,38.0,-122.05,3.7333,5
18757,40.67,-122.38,2.212,5
1857,41.76,-124.17,2.4605,5
15182,33.04,-117.08,6.53,2
17828,37.4,-121.86,5.8721,0
20134,34.4,-118.9,1.5781,3
10306,33.9,-117.78,6.5437,2
13633,34.08,-117.34,3.2305,3
1541,37.85,-122.04,9.5862,4
19446,37.69,-121.03,3.8065,5
7262,34.0,-118.23,1.5227,3
10794,33.61,-117.91,5.9196,2
16214,37.96,-121.33,2.5488,5
4607,34.06,-118.34,7.4574,2
17295,34.43,-119.61,9.0267,2
8434,33.92,-118.37,4.9688,1
7111,33.9,-118.02,4.4954,1
5538,33.97,-118.43,7.7197,2
4466,34.07,-118.19,3.375,3
17305,34.46,-119.51,6.091,2
18220,37.4,-122.07,4.359,0
9037,34.71,-117.96,3.46,1
10203,33.87,-117.92,2.8438,3
9475,39.37,-123.38,2.6424,5
9284,38.07,-122.55,6.7232,0
17956,37.33,-121.97,5.1506,0
14952,32.73,-116.95,5.2671,1
7647,33.81,-118.27,4.4821,1
6123,34.12,-117.93,3.5385,1
8563,33.92,-118.41,3.6389,1
3771,34.16,-118.43,4.569,1
1109,39.83,-121.6,2.3079,5
4655,34.05,-118.33,2.5284,3
18531,36.98,-122.02,2.7125,5
9230,36.96,-120.11,3.8952,5
15528,33.12,-117.08,0.7054,3
8212,33.79,-118.17,1.7589,3
14652,32.8,-117.15,2.3578,3
8266,33.77,-118.18,1.8388,3
7095,33.93,-117.99,4.375,1
9126,34.58,-118.06,3.86,1
12098,33.96,-117.34,4.1883,1
11723,39.25,-120.06,3.01,5
11115,33.84,-117.87,4.5,1
9918,38.32,-122.31,3.7045,5
17179,37.52,-122.44,5.9919,0
9096,34.58,-118.38,4.3456,1
1737,37.97,-122.33,3.3125,5
19569,37.6,-120.94,3.5331,5
16326,37.99,-121.36,4.2589,0
561,37.76,-122.23,5.75,0
14648,32.77,-117.19,2.4397,3
3345,41.07,-121.11,2.7188,5
11492,33.69,-117.99,5.3259,1
9354,37.94,-122.56,10.6272,4
9628,37.31,-120.35,2.0,5
11911,33.97,-117.41,4.337,1
8314,33.35,-118.32,2.1579,3
9719,36.9,-121.73,2.5195,5
16172,37.72,-122.54,3.527,5
18744,40.57,-122.32,3.3816,5
19412,37.74,-121.01,8.7783,0
58,37.82,-122.28,1.2171,5
15281,33.06,-117.3,4.027,1
14396,32.75,-117.25,2.2017,3
8405,33.93,-118.36,2.6298,3
10483,33.59,-117.68,14.9009,4
4179,34.09,-118.22,2.48,3
15616,37.81,-122.42,4.3472,0
16551,37.82,-121.23,4.9271,0
3690,34.22,-118.36,3.7663,1
1649,37.94,-121.96,5.1582,0
4636,34.06,-118.29,1.5553,3
2510,36.51,-119.55,4.125,0
19996,36.16,-119.45,2.8152,3
9828,36.62,-121.91,3.5865,5
938,37.54,-122.03,4.1406,0
18059,37.26,-122.02,10.2666,4
395,37.88,-122.34,1.7375,5
20443,34.27,-118.85,3.3438,3
17462,34.43,-119.88,4.4777,1
10339,33.81,-117.8,8.847000000000001,2
15219,32.95,-117.12,4.988,1
11759,38.72,-121.24,4.9,0
3870,34.16,-118.46,4.3839,1
10174,33.87,-117.97,3.7054,1
20155,34.42,-119.23,5.75,2
2907,35.37,-119.03,1.6786,3
10292,33.88,-117.81,9.2327,2
16722,35.48,-120.68,2.7798,5
11730,38.98,-120.91,3.653,5
5993,34.09,-117.72,3.2566,3
15993,37.76,-122.47,5.1893,0
19660,37.51,-120.85,1.5531,5
4415,34.09,-118.25,2.935,3
18113,37.31,-122.02,6.082999999999999,0
17673,37.3,-121.88,2.6763,5
16992,37.56,-122.27,4.9434,0
10009,39.1,-121.14,5.0389,0
11300,33.77,-117.92,3.522,1
17263,34.42,-119.71,2.5506,3
3949,34.21,-118.61,5.4527,1
20570,38.54,-121.96,3.2222,5
13822,34.49,-117.21,3.6333,1
2072,36.77,-119.84,1.4817,5
12122,33.92,-117.27,3.0907,3
5822,34.21,-118.33,6.981,2
19504,37.65,-121.02,3.0645,5
14361,32.75,-117.22,4.5878,1
3513,34.26,-118.48,5.749,2
11007,33.76,-117.78,11.4537,4
17149,37.44,-122.21,4.6908,0
16188,37.96,-121.31,2.3393,5
13884,34.89,-116.72,2.8594,3
7964,33.86,-118.19,3.4375,1
5086,33.98,-118.28,2.2411,3
7482,33.93,-118.23,2.0658,3
18322,37.45,-122.13,6.6354,0
14729,32.8,-117.02,4.4583,1
766,37.66,-122.1,3.0489,5
14526,32.92,-117.13,3.6196,1
3782,34.16,-118.39,5.1584,1
17546,37.34,-121.87,2.4306,5
9336,38.01,-122.65,5.0766,0
19510,37.63,-121.02,1.564,5
10702,33.6,-117.7,2.3774,3
18041,37.22,-121.98,5.2321,0
10465,33.48,-117.76,5.0044,1
2860,35.41,-118.9,3.0938,3
1221,38.28,-120.65,2.1382,5
15440,33.2,-117.21,5.04,1
4864,34.04,-118.28,1.6089,3
12840,38.66,-121.43,2.7179,5
13549,34.13,-117.31,2.6307,3
14185,32.7,-117.08,2.875,3
12958,38.68,-121.33,1.9093,5
4924,34.0,-118.24,1.2056,3
4532,34.04,-118.21,2.2788,3
17536,37.35,-121.88,3.5781,5
1672,38.04,-122.2,5.6022,0
16486,38.14,-121.05,2.9875,5
15746,37.77,-122.43,2.9567,5
15491,33.15,-117.18,2.32,3
4055,34.15,-118.44,3.415,1
6952,33.99,-118.07,3.25,3
13571,34.15,-117.29,3.2976,3
10000,39.02,-121.08,4.2031,5
17894,37.37,-121.95,3.0357,5
10467,33.53,-117.73,7.8915,2
15602,32.84,-116.76,3.1196,3
11953,33.93,-117.45,3.2731,3
13249,34.11,-117.64,2.5868,3
12016,33.91,-117.49,3.2857,3
16792,37.66,-122.45,5.3446,0
10237,33.91,-117.87,4.2188,1
16235,37.98,-121.29,2.625,5
13301,34.07,-117.63,3.4432,1
19310,38.37,-122.85,4.4437,0
9487,39.28,-123.22,3.1455,5
14884,32.63,-117.07,3.7583,1
18909,38.12,-122.32,5.3785,0
12847,38.69,-121.37,3.2361,5
4317,34.08,-118.34,3.1078,3
9980,38.57,-122.26,2.1979,5
18804,40.52,-121.92,2.2993,5
7385,33.97,-118.24,2.5536,3
5519,33.97,-118.39,5.1333,1
858,37.6,-122.08,3.9022,5
20144,34.35,-119.05,2.2443,3
4439,34.1,-118.19,4.239,1
9033,34.02,-118.66,8.7364,2
7875,33.88,-118.14,4.3646,1
595,37.71,-122.08,4.8237,0
14883,32.63,-117.07,3.5583,1
8804,33.75,-118.42,8.2831,2
7799,33.9,-118.08,3.5580000000000003,1
9186,34.39,-118.55,6.8419,2
10970,33.77,-117.86,4.6111,1
9746,36.63,-121.62,3.6286,5
16586,37.75,-121.44,3.4821,5
1951,38.73,-120.84,2.8807,5
9120,34.58,-118.1,3.275,3
1096,39.64,-121.8,2.8306,5
15725,37.78,-122.44,3.875,5
18243,37.4,-122.09,3.6742,5
6944,33.98,-118.09,3.5,1
9965,38.48,-122.48,4.6379,0
7830,33.91,-118.15,2.9643,3
2513,39.75,-122.18,1.6948,5
6732,34.13,-118.1,9.7912,2
5559,33.96,-118.45,6.3267,2
20492,34.27,-118.67,4.9946,1
7860,33.9,-118.13,3.625,1
17860,37.46,-121.91,5.6062,0
11027,33.8,-117.83,3.8681,1
4700,34.07,-118.38,3.5573,1
16308,38.01,-121.36,4.5278,0
2233,36.86,-119.78,4.2071,0
11242,33.81,-117.95,4.025,1
10296,33.92,-117.87,6.3303,2
19419,37.61,-121.09,3.8864,5
7956,33.88,-118.17,3.0052,3
1176,39.5,-121.55,1.0585,5
13801,34.37,-117.63,3.7252,1
14461,32.84,-117.28,3.7596,1
20143,34.35,-119.06,2.0682,3
13779,34.02,-117.05,2.5980000000000003,3
9215,37.11,-120.27,2.6694,5
11490,33.69,-118.01,11.5199,4
17341,34.86,-120.4,2.0508,3
16042,37.72,-122.47,3.0,5
15852,37.74,-122.43,3.8846,5
14443,32.8,-117.25,3.3274,1
4241,34.11,-118.32,2.3974,3
5424,34.02,-118.42,3.6488,1
7447,33.94,-118.18,3.4688,1
3401,34.27,-118.33,3.1349,3
12456,33.62,-114.6,2.6797,3
14145,32.73,-117.08,3.6974,1
7492,33.93,-118.24,2.75,3
12272,33.99,-116.99,4.7356,1
8995,33.99,-118.36,4.6406,1
1550,37.74,-121.93,6.8806,0
1009,37.68,-121.76,3.1856,5
15929,37.73,-122.42,4.5769,0
10939,33.73,-117.89,4.0769,1
10929,33.74,-117.9,2.2105,3
17344,34.86,-120.43,4.3125,1
5095,33.97,-118.3,2.0673,3
648,37.72,-122.13,6.5095,0
16026,37.73,-122.44,3.8304,5
11054,33.78,-117.86,3.125,3
4975,34.0,-118.28,1.432,3
727,37.68,-122.12,4.0417,0
9133,34.55,-118.08,4.5237,1
14008,32.75,-117.19,8.1548,2
8742,33.82,-118.32,7.0935,2
8169,33.81,-118.12,5.0447,1
16417,37.88,-121.27,1.6458,5
6860,34.05,-118.15,3.8472,1
331,37.74,-122.17,2.4028,5
7027,33.96,-118.09,3.425,1
13962,34.25,-116.88,4.9643,1
8699,33.87,-118.35,5.5,1
211,37.79,-122.22,3.9048,5
19761,40.11,-122.17,1.7708,5
14913,32.6,-117.04,4.2241,1
6343,34.06,-117.75,0.4999,3
1781,37.94,-122.36,3.0862,5
15791,37.77,-122.42,2.0548,5
3543,34.26,-118.59,7.167000000000001,2
13698,34.13,-117.21,3.3445,3
1438,37.97,-122.0,5.1021,0
10707,33.61,-117.71,2.6848,3
2868,35.37,-118.94,2.0643,3
2434,36.58,-119.62,2.6858,5
6830,34.07,-118.11,5.2719,1
4792,34.03,-118.33,1.6429,3
9420,37.85,-122.62,6.8198,0
16842,37.63,-122.45,5.747999999999999,0
16171,37.79,-122.5,15.0001,4
11869,40.29,-121.14,1.6875,5
6475,34.09,-118.08,2.9196,3
9506,39.1,-123.34,3.0652,5
16272,37.94,-121.24,2.8705,5
12876,38.66,-121.36,2.7955,5
15567,33.12,-117.03,5.4663,1
14205,32.69,-117.06,4.4375,1
12171,33.7,-117.15,3.1319,3
12,37.85,-122.26,3.075,5
12796,38.63,-121.45,1.4397,5
818,37.62,-122.08,2.6875,5
10976,33.75,-117.84,4.0214,1
20329,34.26,-119.02,3.7974,1
8184,33.78,-118.1,5.7389,2
9896,38.29,-122.26,6.5799,0
453,37.88,-122.26,4.2788,0
15653,37.8,-122.39,4.5581,0
20336,34.23,-118.96,3.9699,1
9848,36.59,-121.91,6.2323,0
3457,34.31,-118.44,4.0301,1
18168,37.37,-122.03,3.5861,5
19507,37.64,-121.05,3.3516,5
659,37.71,-122.15,4.0208,0
19290,38.42,-122.84,2.9625,5
14831,32.68,-117.09,2.8089,3
11100,33.82,-117.88,6.0488,2
17800,37.37,-121.81,7.2861,0
940,37.54,-122.02,3.535,5
2739,32.78,-115.57,5.127999999999999,1
9604,37.31,-120.44,3.0515,5
11796,39.0,-121.3,4.0282,5
13844,34.53,-117.33,3.0943,3
16563,37.77,-121.48,5.0176,0
14004,34.4,-116.94,2.1339,3
19041,38.36,-121.82,3.3036,5
20183,34.28,-119.16,4.0,1
4071,34.14,-118.46,8.8115,2
1400,37.95,-122.06,4.7386,0
7690,33.94,-118.1,6.1814,2
8222,33.76,-118.23,5.0,1
8123,33.8,-118.18,1.7689,3
6363,34.13,-117.98,3.6806,1
5796,34.14,-118.24,2.462,3
3677,34.22,-118.38,2.375,3
6566,34.2,-118.14,5.0953,1
15869,37.76,-122.41,3.4028,5
14750,32.57,-117.06,3.0284,3
10967,33.76,-117.89,4.8,1
12612,38.53,-121.52,3.5737,5
19784,40.76,-122.89,2.3958,5
5188,33.94,-118.27,2.0789,3
15611,32.67,-116.89,6.2578,2
1108,39.82,-121.59,2.3507,5
18106,37.3,-122.01,8.0837,0
10308,33.9,-117.8,7.8537,2
3229,36.31,-119.64,1.5909,3
13797,34.58,-117.4,1.4196,3
20365,34.18,-118.92,6.3522,2
14303,32.72,-117.14,2.1199,3
11511,33.73,-118.11,5.0476,1
16942,37.56,-122.31,3.9688,0
5835,34.2,-118.33,4.3631,1
4326,34.08,-118.32,3.125,3
16110,37.74,-122.49,5.6826,0
1779,37.94,-122.35,2.8967,5
2553,40.78,-124.18,2.5536,5
2686,32.97,-115.53,2.4063,3
1040,38.37,-120.87,2.8125,5
19359,38.8,-123.01,3.5156,5
1563,37.76,-121.93,10.3345,4
17565,37.32,-121.9,3.7738,5
555,37.77,-122.24,2.3882,5
3071,35.78,-119.25,2.2981,3
17230,34.43,-119.69,4.149,1
19141,38.33,-122.7,3.6369,5
4474,34.08,-118.16,3.2031,3
7529,33.91,-118.23,2.5893,3
13616,34.12,-117.27,1.7235,3
18442,37.25,-121.82,5.8305,0
15780,37.77,-122.41,3.2292,5
16582,37.76,-121.44,5.0443,0
1416,38.0,-122.04,3.2484,5
15439,33.2,-117.23,4.8929,1
20273,34.17,-119.23,3.6875,1
18066,37.24,-122.02,10.6834,4
16812,37.66,-122.43,4.5493,0
14276,32.7,-117.13,1.4632,3
4601,34.05,-118.27,1.8304,3
9410,37.9,-122.56,5.1292,0
15420,33.21,-117.26,3.0197,3
7961,33.87,-118.19,2.5417,3
7399,33.96,-118.24,2.5729,3
19868,36.33,-119.34,4.1812,1
10405,33.69,-117.53,10.9704,4
1238,38.29,-120.27,3.3542,5
3735,34.19,-118.4,3.6007,1
8961,34.02,-118.4,4.6932,1
12956,38.69,-121.3,4.0739,5
10303,33.88,-117.79,6.0829,2
19119,38.2,-122.66,4.3056,0
15063,32.79,-116.96,2.6087,3
10057,39.25,-121.02,2.2278,5
16465,38.1,-121.28,2.5556,5
16808,37.66,-122.41,4.6103,0
13402,34.14,-117.46,0.8926,3
16801,37.66,-122.41,3.8438,5
9019,34.16,-118.78,8.0137,2
10894,33.72,-117.86,3.4130000000000003,1
18414,37.27,-121.84,4.2083,0
28,37.84,-122.28,1.6424,5
18538,36.98,-122.01,2.589,5
9718,36.87,-121.77,3.3472,5
12426,33.63,-116.2,2.5,3
355,37.76,-122.16,4.6696,0
9621,37.34,-120.3,2.4286,5
3170,36.41,-119.69,2.2885,5
17409,34.96,-120.57,2.5809,3
19617,37.5,-121.21,3.0,5
18719,40.61,-122.38,1.7227,5
12955,38.7,-121.3,3.235,5
8524,33.9,-118.34,4.1776,1
5643,33.74,-118.31,4.3472,1
6865,34.06,-118.12,2.5321,3
15697,37.79,-122.45,10.7097,4
19355,38.66,-122.7,3.9063,5
3675,34.21,-118.39,3.6845,1
4224,34.11,-118.29,5.296,1
964,37.68,-121.89,6.3373,0
6749,34.11,-118.08,3.9464,1
120,37.83,-122.24,5.956,0
6794,34.09,-118.14,2.85,3
4228,34.11,-118.29,2.3789,3
5579,33.83,-118.3,3.1851,3
328,37.73,-122.18,2.5192,5
4710,34.05,-118.35,2.6781,3
3281,39.09,-122.83,1.4679,5
2370,36.7,-119.57,2.6823,5
5522,33.96,-118.39,3.625,1
2544,40.78,-124.16,2.5417,5
18727,40.56,-122.36,2.0258,5
19567,37.61,-120.97,1.871,5
11077,33.8,-117.85,3.825,1
18031,37.24,-121.92,6.3663,0
10871,33.72,-117.91,4.5607,1
2178,36.76,-119.87,2.875,5
4898,34.01,-118.24,1.7813,3
5153,33.95,-118.26,1.2969,3
1209,38.15,-120.46,2.3816,5
16146,37.78,-122.47,3.1392,5
17896,37.36,-121.95,2.7727,5
13796,34.58,-117.41,1.6838,3
3123,35.05,-118.0,3.4015,3
78,37.81,-122.29,0.8026,5
9736,36.77,-121.7,3.0347,5
13814,34.89,-117.05,3.7065,1
3766,34.17,-118.43,3.4449,1
20587,39.15,-121.6,1.5208,5
18983,38.27,-121.99,3.1979,5
19910,36.32,-119.3,3.3875,3
10892,33.72,-117.87,3.5902,1
600,37.7,-122.07,3.0,5
9137,34.52,-118.35,5.9171,2
4550,34.05,-118.23,2.5313,3
943,37.53,-122.01,6.0667,0
18685,37.02,-121.83,2.9559,5
14078,32.77,-117.11,2.5952,3
17814,37.42,-121.82,6.1091,0
15824,37.75,-122.42,2.7173,5
9314,37.97,-122.51,3.2462,5
16809,37.66,-122.41,3.2833,5
16413,37.96,-121.18,2.5625,5
1561,37.76,-121.96,9.7037,4
4869,34.03,-118.28,1.8539,3
10189,33.87,-117.96,4.7984,1
6213,34.07,-117.9,5.8519,2
14014,32.75,-117.18,2.7222,3
4541,34.03,-118.2,2.7266,3
1782,37.94,-122.36,0.9687,5
13104,38.41,-121.32,5.8239,0
1095,39.68,-121.84,3.5375,5
5544,33.97,-118.4,7.5953,2
1946,38.73,-120.91,4.835,0
15477,33.16,-117.18,3.1793,3
19886,36.3,-119.13,2.7321,3
19608,37.48,-121.12,3.2396,5
677,37.69,-122.16,4.3971,0
10797,33.61,-117.92,5.3369,1
6789,34.09,-118.16,3.1204,3
1392,37.96,-122.1,4.3571,0
13227,34.01,-117.69,2.3,3
10661,33.66,-117.81,10.0757,2
752,37.67,-122.07,3.2417,5
19283,38.4,-122.73,2.975,5
3737,34.17,-118.4,3.4013,3
2976,35.33,-119.09,4.997,1
6694,34.14,-118.09,5.3377,1
11980,33.98,-117.49,4.8371,1
3215,36.33,-119.64,1.4524,3
15559,33.11,-117.07,3.0054,3
12404,33.7,-116.22,3.2833,3
9969,38.51,-122.48,3.1312,5
12305,33.75,-116.71,3.0625,3
1770,37.95,-122.35,3.0737,5
19733,40.14,-122.12,2.5197,5
17085,37.47,-122.21,2.92,5
10912,33.73,-117.86,3.7202,1
11675,33.85,-117.99,4.9777,1
3022,35.16,-119.45,2.3912,3
12420,33.7,-116.2,2.2989,3
5401,34.03,-118.42,3.3542,3
7856,33.9,-118.13,3.4868,1
11204,33.83,-117.91,3.6607,1
10100,33.93,-117.96,4.7446,1
6875,34.07,-118.11,3.3088,3
14674,32.81,-117.11,2.5953,3
5191,33.93,-118.26,1.5256,3
4619,34.07,-118.31,2.2364,3
17734,37.3,-121.8,4.8173,0
13649,34.07,-117.32,2.1125,3
13114,38.39,-121.36,5.2447,0
16857,37.62,-122.4,3.1058,5
8719,33.84,-118.37,5.3773,1
15237,32.95,-117.26,4.4375,1
14477,32.85,-117.21,4.2065,1
12516,38.56,-121.47,3.125,5
8146,33.82,-118.1,5.2713,1
7968,33.86,-118.2,2.6465,3
4264,34.1,-118.31,1.6903,3
14670,32.77,-117.15,2.9576,3
12454,33.61,-114.59,2.1782,3
10652,33.55,-117.77,6.7861,2
6825,34.08,-118.1,2.6884,3
8113,33.8,-118.2,2.8988,3
10111,33.94,-117.94,5.1084,1
701,37.64,-121.97,6.0574,0
6170,34.08,-117.92,3.8705,1
12836,38.68,-121.46,2.8333,5
8159,33.81,-118.13,4.7845,1
6870,34.06,-118.11,2.9764,3
13408,34.09,-117.48,3.1838,3
4423,34.07,-118.25,2.0,3
12159,33.78,-117.11,4.1875,1
6862,34.06,-118.14,3.3906,3
6986,33.97,-118.03,4.65,1
4868,34.05,-118.28,1.6037,3
9490,39.2,-123.21,2.2926,5
4376,34.1,-118.28,2.7875,3
7282,33.98,-118.25,1.7378,3
9544,37.38,-120.72,2.2813,5
2926,35.36,-119.01,1.2157,3
14106,32.75,-117.1,1.7446,3
9825,36.62,-121.91,3.3333,5
9479,39.4,-123.35,1.85,5
8733,33.83,-118.31,2.775,3
17982,37.3,-121.94,6.622999999999999,0
18723,40.63,-122.34,3.6853,5
4350,34.11,-118.37,8.5842,2
15143,32.84,-116.9,4.0873,1
3697,34.2,-118.37,2.9861,3
2013,36.71,-119.83,2.4167,5
19819,36.48,-119.44,1.1728,3
16467,38.13,-121.27,1.9238,5
12565,38.54,-121.44,2.5694,5
15769,37.77,-122.44,4.4085,0
5677,33.67,-118.31,5.3074,1
13102,38.46,-121.35,4.3879,0
14832,32.67,-117.09,2.052,3
2147,36.78,-119.77,2.5434,5
8788,33.79,-118.37,8.2064,2
2705,32.85,-115.59,4.875,1
7129,34.02,-118.1,4.9107,1
10086,33.94,-117.96,4.8906,1
15580,33.02,-116.86,4.6518,1
17676,37.32,-121.84,3.6953,5
9699,36.67,-121.62,2.8942,5
17059,37.48,-122.24,6.2154,0
10955,33.76,-117.88,1.7823,3
13491,34.06,-117.4,3.9191,1
6841,34.06,-118.12,2.2261,3
10427,33.46,-117.63,6.3401,2
810,37.62,-122.04,3.8125,5
5317,34.06,-118.43,5.1999,1
14438,32.8,-117.24,2.2880000000000003,3
312,37.77,-122.19,2.0469,5
2073,36.76,-119.83,1.976,5
9730,36.79,-121.74,4.3814,0
17964,37.32,-121.98,4.2531,0
17724,37.33,-121.78,6.68,0
7734,33.93,-118.15,4.6583,1
885,37.55,-121.97,3.168,5
9669,38.26,-119.3,2.9509,5
1790,37.94,-122.37,1.0521,5
14281,32.71,-117.13,1.5474,3
16663,35.29,-120.67,3.0833,3
10200,33.87,-117.94,3.9375,1
3454,34.32,-118.41,5.2987,1
8874,34.06,-118.45,9.337,2
3895,34.2,-118.53,3.225,3
18594,37.11,-122.09,3.6474,5
15357,33.23,-117.33,2.5872,3
14969,32.75,-117.01,4.3088,1
8249,33.78,-118.17,1.7393,3
19645,37.54,-120.72,4.2188,0
8012,33.85,-118.12,4.6908,1
18847,41.43,-122.38,1.6509,5
10591,33.68,-117.78,6.115,2
12417,33.73,-116.23,2.8648,3
12334,33.98,-116.5,4.0417,1
12318,33.82,-116.39,2.7219,3
15541,33.07,-117.12,3.6389,1
19444,37.68,-121.04,2.3783,5
16213,37.96,-121.32,2.0398,5
7925,33.84,-118.08,4.8448,1
1468,37.96,-121.99,5.5872,0
9608,37.29,-120.51,1.7679,5
470,37.86,-122.29,1.9946,5
10550,33.65,-117.69,6.1062,2
2722,32.73,-115.52,2.3571,3
5419,34.02,-118.43,3.9091,1
15394,33.23,-117.14,3.1272,3
19736,40.12,-121.78,6.1359,0
19067,38.28,-122.45,5.7984,0
15399,33.2,-117.2,5.542999999999999,1
12717,38.6,-121.37,5.8336,0
12802,38.61,-121.44,1.0467,5
12349,33.8,-116.48,3.6667,1
12673,38.49,-121.4,3.5968,5
6041,34.05,-117.73,2.0734,3
12061,33.87,-117.57,5.1929,1
2744,32.79,-115.58,1.6635,3
4569,34.07,-118.27,2.3438,3
12930,38.65,-121.21,5.6529,0
13090,38.55,-121.36,2.8021,5
2161,36.78,-119.81,3.625,5
19724,38.87,-121.69,2.6597,5
4674,34.07,-118.35,4.89,1
7456,33.91,-118.16,2.9643,3
9247,36.97,-120.07,1.5662,5
