,Latitude,Longitude,MedInc
880,37.56,-121.99,5.0
6747,34.11,-118.07,5.0736
9408,37.89,-122.54,6.1275
7572,33.89,-118.21,2.2125
20200,34.25,-119.19,4.1667
13439,34.09,-117.42,4.1375
1467,37.96,-121.99,7.6166
8154,33.82,-118.11,4.3203
17693,37.28,-121.81,5.7078
6537,34.06,-118.03,2.5445
12153,33.7,-117.25,3.58
452,37.88,-122.27,2.52
12518,38.55,-121.46,1.7616
19108,38.24,-122.63,2.5179
13608,34.14,-117.25,2.2482
4137,34.12,-118.18,4.21
3039,35.37,-119.12,4.8266
16008,37.73,-122.44,5.5622
4150,34.12,-118.21,3.4625
14714,32.8,-117.05,3.0035
14464,32.81,-117.23,5.9359
17138,37.46,-122.17,9.459
579,37.71,-122.07,5.3015
18379,37.22,-121.87,7.6933
6571,34.19,-118.15,3.2216
12024,33.94,-117.46,1.7059
7467,33.92,-118.19,3.0987
17742,37.31,-121.78,6.234
17194,34.45,-119.79,5.8635
867,37.57,-122.07,6.5615
17086,37.47,-122.21,3.0472
4157,34.12,-118.19,2.987
6349,34.15,-117.94,4.4821
18164,37.36,-122.03,4.4699
17695,37.29,-121.83,4.5943
402,37.9,-122.27,5.6228
4428,34.09,-118.22,1.875
10276,33.85,-117.88,3.1667
3057,35.59,-119.33,1.7868
10190,33.88,-117.95,3.6705
7060,33.92,-118.04,3.4219
164,37.8,-122.25,2.9345
16954,37.53,-122.3,5.4351
10390,33.57,-117.65,4.3542
12494,38.57,-121.47,1.2041
11347,33.77,-117.9,3.9613
12212,33.53,-117.19,3.475
3317,38.91,-122.71,1.375
12118,33.94,-117.14,6.3223
7865,33.89,-118.12,2.5432
15445,33.19,-117.25,4.5764
12126,33.93,-117.25,4.2654
6851,34.07,-118.15,2.4348
1847,37.91,-122.28,5.827999999999999
19785,40.75,-122.79,2.125
1334,38.0,-121.86,5.25
8779,33.8,-118.32,3.1648
19439,37.68,-121.0,6.9682
17186,37.46,-122.34,7.439
8945,34.01,-118.47,3.7727
11256,33.81,-117.98,3.7201
19279,38.42,-122.72,1.9458
6997,33.95,-118.03,4.1471
706,37.65,-122.04,6.2579
3491,34.27,-118.47,5.1408
4573,34.06,-118.27,1.9818
13247,34.12,-117.64,5.8407
17168,37.45,-122.27,6.3824
7706,33.97,-118.13,5.4042
7054,33.92,-118.02,3.7969
5580,33.83,-118.3,3.5473
13787,35.54,-117.29,3.4145
3151,34.99,-118.61,3.8917
6617,34.17,-118.11,3.1115
4784,34.03,-118.32,3.0132
11991,33.97,-117.53,4.0833
4022,34.18,-118.52,3.675
15492,33.13,-117.21,3.775
9266,36.86,-119.98,3.0234
2607,40.97,-124.01,3.5380000000000003
17250,34.42,-119.69,1.2762
11630,33.82,-118.03,5.6093
9118,34.57,-118.14,3.7636
11502,33.71,-118.04,6.0102
9182,34.37,-118.56,4.8536
2429,36.61,-119.53,1.5625
246,37.78,-122.21,2.625
3815,34.21,-118.49,1.3565
14662,32.8,-117.13,4.5568
18518,36.98,-122.04,6.7974
9089,34.66,-118.23,3.6382
2262,36.79,-119.83,1.9575
10438,33.42,-117.62,3.1395
835,37.61,-122.03,5.097
13256,34.12,-117.65,6.5587
8624,33.88,-118.38,5.0602
11395,33.73,-117.96,6.6324
1173,39.52,-121.61,1.8661
18936,38.16,-122.14,5.3345
6437,34.1,-118.02,4.7330000000000005
14900,32.61,-117.07,2.1765
12848,38.69,-121.38,2.6713
15113,32.86,-116.98,4.0693
8102,33.8,-118.22,3.7708
5289,34.05,-118.48,6.7496
16688,35.11,-120.6,2.2625
8098,33.81,-118.22,3.3988
4951,34.02,-118.31,1.6667
250,37.78,-122.22,2.489
13882,34.43,-117.26,3.3368
7952,33.88,-118.16,3.0114
20439,34.27,-118.8,4.6985
7334,33.98,-118.18,2.625
2793,37.17,-118.3,2.75
14147,32.74,-117.08,2.3812
14197,32.71,-117.03,3.25
7795,33.9,-118.07,3.8846
19318,38.46,-123.02,2.0556
3407,34.25,-118.3,4.5833
20508,38.58,-121.51,1.2542
11291,33.78,-117.94,4.7731
19045,38.46,-121.82,3.7083
8625,33.88,-118.39,7.6685
15367,33.29,-117.2,4.0357
7422,33.96,-118.2,2.9773
8963,33.99,-118.39,6.603
1997,36.73,-119.77,1.7829
4200,34.11,-118.24,2.7679
18987,38.37,-121.94,3.2396
17311,34.39,-119.49,3.9224
11326,33.75,-117.96,2.7986
5629,33.77,-118.3,2.9571
4002,34.18,-118.66,8.3912
15207,33.0,-117.07,4.25
4753,34.04,-118.33,2.9130000000000003
19635,37.54,-120.96,3.4643
19417,37.7,-121.14,3.2391
15556,33.12,-117.07,3.1458
4196,34.11,-118.23,3.3389
9635,37.09,-121.02,2.0216
3681,34.21,-118.42,5.1586
3019,35.19,-119.42,4.15
4310,34.09,-118.32,2.0044
7448,33.95,-118.18,2.9094
13091,38.56,-121.35,5.0622
17355,34.88,-120.43,5.0113
14724,32.8,-117.01,3.1
3985,34.19,-118.64,5.6163
15940,37.72,-122.41,4.8214
9205,37.33,-119.62,3.0224
15340,33.19,-117.29,3.0704
2569,40.78,-124.14,3.4219
4402,34.09,-118.28,2.4677
4277,34.09,-118.31,1.8214
3666,34.24,-118.38,1.3594
8412,33.94,-118.35,2.6654
20549,38.69,-121.8,3.7477
2446,36.56,-119.61,1.625
6821,34.08,-118.09,3.0357
17530,37.35,-121.89,2.5673
6520,34.06,-118.03,2.4706
17556,37.33,-121.88,2.8594
18143,37.34,-122.06,6.7578
8959,34.01,-118.39,3.9688
3172,36.37,-119.55,3.0375
1223,38.19,-120.67,2.0417
14739,32.59,-117.06,4.0616
12358,33.79,-116.54,3.9737
544,37.77,-122.26,2.9732
1204,39.33,-121.8,2.5259
14500,32.86,-117.23,5.0855
8613,33.87,-118.37,6.5755
9257,36.95,-120.05,1.4
7242,34.01,-118.12,2.4259
2637,40.6,-124.14,4.025
8761,33.82,-118.38,5.9907
17926,37.34,-121.99,3.9625
1388,37.98,-122.11,6.135
18708,40.58,-122.41,2.8512
19340,38.61,-122.87,3.7361
877,37.55,-122.01,3.3008
10721,33.65,-117.82,6.3822
8388,33.97,-118.37,2.9646
98,37.82,-122.26,1.2185
11575,33.77,-118.0,3.5139
4379,34.09,-118.28,2.3333
11957,33.92,-117.39,2.3851
2803,35.42,-119.03,2.6094
11189,33.82,-117.92,4.3583
3908,34.2,-118.52,2.6437
10763,33.63,-117.9,10.1454
7688,33.95,-118.1,4.5694
14891,32.62,-117.08,2.2685
6496,34.08,-118.0,4.6467
19234,38.51,-122.69,6.6854
8447,33.9,-118.37,3.3409
20222,34.29,-119.29,3.5294
8075,33.82,-118.18,4.25
13161,36.84,-121.41,3.7049
6964,33.99,-118.06,3.7833
6479,34.08,-118.04,4.037
4711,34.06,-118.35,3.2279
17813,37.39,-121.85,5.8322
18193,37.39,-122.03,4.4107
12476,38.58,-121.48,1.6277
989,37.69,-121.89,3.62
19590,37.57,-120.85,3.4934
2682,32.98,-115.54,1.9464
20408,34.19,-118.88,7.7889
2508,36.97,-120.55,2.3295
14245,32.7,-117.1,1.5057
9702,36.67,-121.64,3.0197
4314,34.09,-118.33,1.9911
16430,38.09,-121.35,5.5057
14833,32.67,-117.1,1.2745
5356,34.05,-118.39,4.0283
6639,34.15,-118.15,1.1667
5972,34.12,-117.76,4.2415
9436,37.51,-119.99,1.398
3734,34.19,-118.4,4.1125
15478,33.16,-117.15,3.5839
11196,33.84,-117.93,6.0531
12313,33.64,-116.57,6.2702
7787,33.9,-118.06,4.4167
19273,38.44,-122.76,3.8244
13187,34.08,-117.7,3.7802
19361,38.79,-123.1,2.8344
10949,33.75,-117.87,2.6635
1876,38.94,-119.96,2.2589
15655,37.79,-122.41,1.5156
5262,34.05,-118.52,4.825
8446,33.9,-118.37,5.6482
15483,33.14,-117.15,2.3062
12703,38.59,-121.41,2.5245
11163,33.83,-118.0,2.2401
5159,33.96,-118.28,1.8472
18800,40.77,-121.86,2.503
20501,34.3,-118.71,6.5483
759,37.66,-122.08,2.5625
5481,33.99,-118.45,3.1607
654,37.71,-122.15,3.1682
18216,37.39,-122.07,4.712
5812,34.13,-118.26,1.2188
5288,34.05,-118.47,4.175
2892,35.37,-119.0,2.2212
19330,38.46,-122.85,4.7105
5636,33.74,-118.28,0.7591
9612,37.29,-120.47,1.2054
3044,35.5,-119.27,2.8269
18843,41.46,-122.9,1.7292
10783,33.64,-117.91,3.6406
8520,33.9,-118.33,2.6091
17089,37.47,-122.22,2.5
8445,33.91,-118.37,5.6704
16650,35.27,-120.63,5.156000000000001
7318,33.98,-118.2,2.1964
6159,34.08,-117.96,3.9741
13515,34.11,-117.34,3.2656
15130,32.86,-116.91,3.6898
12569,38.54,-121.43,2.4618
6022,34.05,-117.76,1.9029
5092,33.97,-118.28,1.375
13569,34.14,-117.28,3.4906
11211,33.82,-117.91,2.9479
11221,33.8,-117.9,3.0789
18814,41.04,-121.45,2.67
19406,37.69,-120.97,3.8598
19397,37.79,-120.83,3.6875
1131,39.76,-121.63,2.8182
11210,33.82,-117.92,4.5057
11137,33.85,-117.96,4.125
3659,34.21,-118.4,4.8194
3326,38.92,-122.77,4.0119
9465,39.46,-123.8,2.9243
18795,41.06,-122.34,1.8816
2663,40.11,-123.75,1.9625
19792,40.77,-123.28,1.625
5378,34.03,-118.39,3.2228
10012,39.18,-121.08,3.7426
9554,37.38,-120.64,2.5129
17646,37.26,-121.91,5.4675
5533,33.96,-118.42,5.617999999999999
11673,33.84,-118.03,5.4746
4,37.85,-122.25,3.8462
4152,34.12,-118.21,2.5139
15460,33.15,-117.29,4.0625
1927,38.68,-121.09,4.7083
16536,37.79,-121.24,4.075
14163,32.77,-117.06,1.7951
16284,37.93,-121.28,2.1591
10379,33.65,-117.64,5.4132
2880,35.38,-118.97,1.375
5839,34.2,-118.32,4.375
3381,34.24,-118.27,6.3688
13562,34.15,-117.28,3.8292
9494,39.39,-123.85,3.184
20118,37.92,-120.4,3.625
4957,34.01,-118.31,3.0759
13028,38.67,-121.21,3.0533
17467,34.44,-119.84,4.2404
18388,37.23,-121.89,8.19
11305,33.77,-117.94,3.2591
5720,34.22,-118.27,7.2812
15053,32.83,-116.83,5.4288
4620,34.08,-118.31,2.6218
942,37.53,-122.03,3.256
19611,37.47,-121.13,2.1833
3235,36.09,-119.57,2.3889
3257,35.91,-120.0,3.125
18008,37.29,-121.97,5.3294
17796,37.39,-121.82,6.1008
8368,33.98,-118.35,3.745
8627,33.88,-118.39,5.9683
18741,40.57,-122.35,1.6821
308,37.77,-122.18,3.2552
1565,37.78,-121.93,3.1591
12156,33.66,-117.17,4.1386
6727,34.12,-118.12,15.0001
2135,36.8,-119.72,2.625
15437,33.2,-117.22,4.4844
10861,33.7,-117.87,4.9153
19403,37.72,-120.93,4.3864
15091,32.8,-116.93,2.0685
13169,36.84,-121.44,4.005
15127,32.85,-116.89,2.8906
3874,34.2,-118.54,4.1597
19264,38.44,-122.73,2.3824
7393,33.96,-118.25,1.8672
2276,36.8,-119.79,3.32
7072,33.94,-118.02,3.488
12817,38.62,-121.49,3.9143
16135,37.79,-122.48,9.1881
13524,34.17,-117.28,1.7456
18129,37.35,-122.02,8.1078
15619,37.8,-122.42,3.2356
19487,37.67,-120.99,1.8315
2623,40.81,-124.07,2.9911
5918,34.28,-118.44,3.3687
12764,38.61,-121.4,1.9908
8534,33.9,-118.36,2.9551
19787,40.67,-122.95,2.0268
231,37.8,-122.2,3.8487
8371,33.98,-118.34,3.7067
14073,32.76,-117.12,1.9152
737,37.67,-122.13,3.1734
2838,35.39,-119.0,2.8295
16612,35.52,-121.11,3.24
8216,33.79,-118.19,1.9387
16679,35.15,-120.64,4.849
16060,37.76,-122.49,4.3977
19072,38.32,-122.49,3.3098
8301,33.76,-118.13,4.7875
5705,34.23,-118.26,5.4306
14830,32.67,-117.1,2.0213
9513,39.14,-123.21,3.0
5935,34.15,-117.87,8.2827
10187,33.87,-117.95,2.0227
6495,34.09,-118.01,3.1944
755,37.67,-122.04,6.8233
19940,36.28,-119.29,2.2333
20033,36.07,-119.02,1.5911
8119,33.8,-118.19,2.1985
14658,32.79,-117.14,5.282
8992,34.0,-118.35,5.3462
18007,37.29,-121.96,5.0
17127,37.47,-122.13,4.9830000000000005
13693,34.12,-117.23,2.3848
6200,34.08,-117.89,3.5
16528,37.88,-121.17,3.5365
69,37.81,-122.29,0.9802
5367,34.04,-118.4,8.5938
8084,33.81,-118.19,2.5833
5682,33.72,-118.29,3.274
19816,36.54,-119.29,1.8429
20599,39.16,-121.56,1.5827
13362,34.02,-117.61,7.7197
1680,38.0,-122.29,4.025
7557,33.91,-118.19,2.0134
8569,33.9,-118.43,5.4088
9661,41.54,-120.87,2.2321
5961,34.11,-117.84,4.8894
2603,41.36,-124.08,2.0156
18918,38.05,-122.16,3.1373
13867,34.39,-117.27,4.2224
7868,33.88,-118.12,3.1923
15424,33.2,-117.27,4.3542
5413,34.01,-118.45,5.8666
13733,34.05,-117.19,3.2188
12697,38.6,-121.42,3.8672
16848,37.61,-122.42,4.7
12422,33.71,-116.23,2.444
15763,37.77,-122.43,2.3977
11283,33.79,-117.96,2.0677
10918,33.73,-117.86,3.3125
8669,33.82,-118.43,4.6048
19958,36.21,-119.32,3.3125
2283,36.79,-119.76,2.1544
3732,34.18,-118.41,3.0119
9045,34.68,-118.13,4.025
16642,35.3,-120.67,0.7025
14065,32.75,-117.12,1.9886
15578,33.03,-116.9,3.475
8943,34.01,-118.47,6.1014
20061,35.94,-119.06,2.6576
15188,33.03,-117.05,4.5
20380,34.14,-118.83,10.1597
17367,34.94,-120.42,2.7188
6620,34.17,-118.12,2.2692
14780,32.57,-117.09,3.6736
5127,33.99,-118.27,1.8047
9327,37.95,-122.52,6.2862
17128,37.47,-122.14,2.8868
12756,38.63,-121.39,2.7813
1545,37.73,-121.93,3.375
739,37.67,-122.14,4.8125
11572,33.76,-118.01,2.2981
10875,33.72,-117.89,3.6618
1674,38.04,-122.27,2.3103
2567,40.79,-124.16,2.1135
13313,34.07,-117.65,1.4464
6984,33.96,-118.02,4.6226
6795,34.08,-118.14,2.7036
11134,33.85,-117.94,4.275
3518,34.25,-118.48,5.1068
15827,37.75,-122.42,3.0
10546,33.7,-117.76,7.9125
4732,34.05,-118.36,3.3333
12679,38.55,-121.38,4.6944
773,37.66,-122.11,4.1302
865,37.58,-122.04,5.6277
8521,33.9,-118.34,4.9779
5200,33.94,-118.28,1.1051
20616,39.08,-121.53,2.0469
641,37.73,-122.14,5.0
18,37.84,-122.26,1.9911
20534,38.56,-121.74,1.7257
11089,33.8,-117.89,6.0224
3203,36.35,-119.64,3.8108
7288,33.98,-118.22,3.125
12501,38.57,-121.46,3.1484
5204,33.93,-118.29,3.3836
9057,34.68,-118.14,2.4432
13708,34.11,-117.21,3.2176
11177,33.83,-117.96,3.1315
20211,34.28,-119.23,5.5048
16515,37.8,-121.22,2.125
6923,34.01,-118.06,3.9091
3840,34.18,-118.44,2.2326
17439,34.63,-120.45,4.5486
11998,33.94,-117.56,1.625
11197,33.84,-117.93,3.475
9154,34.46,-118.52,6.1281
13968,34.31,-116.86,4.0556
17817,37.4,-121.83,5.716
12921,38.66,-121.32,5.078
6665,34.17,-118.09,4.3083
3240,36.09,-119.56,1.85
19382,37.77,-120.86,3.825
3309,38.94,-122.63,1.7566
10358,33.6,-117.67,7.2592
363,37.75,-122.14,4.0313
14117,32.73,-117.11,3.8355
3723,34.19,-118.42,2.6165
11017,33.76,-117.81,5.5654
15215,33.0,-117.1,5.9094
7670,33.92,-118.07,3.622
11789,38.79,-121.23,2.2292
4726,34.05,-118.37,3.625
8738,33.82,-118.31,5.4925
2940,35.37,-118.96,1.9612
471,37.86,-122.28,2.8214
1641,37.97,-121.81,6.4753
19410,37.7,-120.94,4.4
18598,37.17,-122.16,5.0165
18859,41.32,-122.09,2.2462
14756,32.56,-116.97,2.5625
1172,39.5,-121.62,1.6346
4500,34.05,-118.21,1.9271
13465,34.13,-117.37,2.3456
6085,34.09,-117.87,5.2405
9602,37.3,-120.48,1.5
19193,38.44,-122.69,2.7222
15999,37.75,-122.47,4.6071
3364,40.41,-120.51,5.5179
18507,36.99,-122.01,6.4469
14533,32.93,-117.13,5.3062
12665,38.49,-121.44,3.3878
1410,37.94,-122.07,2.892
12479,38.59,-121.49,1.0313
142,37.81,-122.2,6.7851
6666,34.16,-118.1,4.2386
11332,33.75,-117.96,4.6167
8634,33.88,-118.41,6.3403
17712,37.34,-121.8,5.2088
815,37.61,-122.04,4.1719
6500,34.07,-118.04,2.3611
7322,33.98,-118.17,2.8427
2131,36.8,-119.71,3.25
1797,37.93,-122.36,1.7727
7727,33.93,-118.12,3.0909
4575,34.07,-118.28,1.9233
5190,33.93,-118.27,1.8191
8167,33.8,-118.13,4.0893
3122,35.35,-117.84,1.9962
14045,32.76,-117.14,2.0792
5365,34.04,-118.39,7.3028
12410,33.72,-116.24,3.775
4275,34.1,-118.33,2.1866
523,37.77,-122.24,2.6411
3089,35.64,-118.33,1.5667
19497,37.66,-121.0,3.9844
11619,33.84,-118.04,4.5395
20624,39.04,-121.41,3.0739
1996,36.73,-119.78,1.2344
5253,34.11,-118.49,13.2935
18651,36.97,-121.97,2.8036
1532,37.9,-122.05,2.9526
11819,39.0,-121.1,5.0126
14697,32.79,-117.09,3.8333
11602,33.78,-118.08,5.0102
2831,35.39,-119.01,1.8289
8269,33.77,-118.16,3.8984
9727,36.84,-121.7,4.9107
7489,33.93,-118.23,1.4028
12071,33.86,-117.56,5.2898
13494,34.04,-117.35,3.5139
14866,32.64,-117.1,2.5658
18098,37.33,-122.04,4.5721
18912,38.15,-122.24,4.4529
1299,38.0,-121.82,2.8466
6273,34.03,-117.94,4.0521
5499,34.0,-118.42,3.1603
16112,37.74,-122.5,3.875
3276,39.05,-122.91,3.7667
9294,38.0,-122.51,3.9519
6230,34.06,-117.94,3.6648
1480,37.96,-122.05,3.8456
18928,38.09,-122.19,6.3735
1601,37.89,-122.13,2.7411
10151,33.9,-117.92,6.3489
5091,33.97,-118.28,1.9219
7067,33.95,-118.01,4.4318
17379,34.96,-120.41,4.2125
10987,33.75,-117.81,5.021
18258,37.38,-122.08,5.0086
16137,37.79,-122.49,10.7058
15211,32.99,-117.09,4.6028
3661,34.23,-118.4,4.0049
6048,34.02,-117.74,3.7454
8747,33.82,-118.35,4.0708
4825,34.04,-118.31,2.0658
9355,37.96,-122.64,9.5551
5680,33.71,-118.29,4.25
11549,33.74,-118.01,6.0609
12907,38.6,-121.33,6.2817
397,37.88,-122.29,3.8672
1537,37.9,-122.04,5.6986
2506,36.85,-120.45,2.1759
20567,38.66,-121.79,5.3064
15499,33.1,-117.25,3.9464
16781,37.67,-122.48,5.1054
16050,37.76,-122.48,3.275
3010,35.27,-118.99,1.1528
17123,37.46,-122.13,2.5294
723,37.67,-122.1,2.9564
300,37.76,-122.18,1.9479
3192,36.34,-119.72,3.2019
15568,33.09,-117.04,6.1834
7328,33.97,-118.17,2.2422
12486,38.57,-121.48,1.4301
14279,32.71,-117.13,1.1563
4185,34.13,-118.23,4.5766
2713,32.81,-115.58,4.475
18170,37.36,-122.02,4.7609
11496,33.71,-118.03,6.0
11334,33.75,-117.95,6.6355
13647,34.08,-117.31,1.9375
19600,37.57,-120.95,3.1125
17908,37.35,-121.97,6.3191
19677,39.15,-121.63,5.3946
13147,38.1,-121.7,3.3398
4582,34.06,-118.27,1.1346
19694,39.12,-121.62,4.2188
7367,33.97,-118.21,3.9408
10681,33.53,-117.76,8.4614
15952,37.72,-122.45,4.3036
2511,36.51,-119.54,4.625
19698,39.11,-121.62,4.2792
7433,33.94,-118.21,2.4459
18734,40.52,-122.39,3.9306
9344,37.99,-122.57,4.1711
14141,32.74,-117.08,1.8103
6965,33.99,-118.06,3.3611
1212,38.07,-120.55,2.9063
12695,38.6,-121.42,1.7451
7055,33.92,-118.03,3.0
15303,33.17,-117.36,2.3182
2349,36.8,-119.67,6.011
9261,36.97,-120.04,1.8973
14086,32.77,-117.09,3.125
17668,37.32,-121.88,3.2806
15081,32.81,-116.94,2.8175
17552,37.34,-121.86,3.0089
5427,34.02,-118.42,2.2402
16429,38.13,-121.32,5.5942
3426,34.27,-118.43,4.2353
8857,34.07,-118.39,5.7762
12854,38.68,-121.38,1.7596
7216,34.02,-118.17,1.8681
5994,34.09,-117.72,3.7958
8834,34.09,-118.37,3.1517
11070,33.84,-117.85,5.1785
3767,34.17,-118.43,5.4510000000000005
4272,34.1,-118.32,1.4005
20314,34.15,-119.16,3.9485
14315,32.7,-117.14,1.2188
14574,32.82,-117.22,3.7963
786,37.64,-122.12,3.8875
11049,33.79,-117.85,3.4234
14304,32.71,-117.14,1.6011
20608,39.1,-121.59,1.7167
16425,38.13,-121.47,2.2619
19293,38.4,-122.83,3.1217
6481,34.09,-118.05,3.5268
12379,33.78,-116.46,2.5477
7853,33.89,-118.15,3.407
19459,37.66,-120.94,6.8654
17165,37.36,-122.22,8.7382
13016,38.69,-121.18,6.3528
14259,32.7,-117.11,1.4856
2905,35.38,-119.03,3.0
4626,34.06,-118.32,15.0001
14779,32.57,-117.08,2.569
996,37.74,-121.77,9.1531
18131,37.34,-122.02,6.2475
154,37.81,-122.22,8.1564
7246,34.0,-118.11,3.0208
11468,33.62,-118.02,4.3409
6250,34.04,-117.98,3.4722
17609,37.29,-121.92,5.1765
8055,33.85,-118.18,3.8819
20177,34.28,-119.18,5.6885
5523,33.98,-118.36,3.0927
17191,37.18,-122.38,3.3047
7505,33.92,-118.28,3.0
8926,34.0,-118.48,3.2061
156,37.81,-122.24,6.8591
3504,34.26,-118.45,4.8359
3085,35.7,-118.5,1.5957
17885,37.4,-121.97,5.8792
1552,37.79,-121.97,6.6131
13393,34.03,-117.59,5.0769
15324,33.19,-117.35,5.1733
2148,36.78,-119.77,1.9375
11987,34.0,-117.48,3.8529
495,37.86,-122.25,5.3794
17803,37.39,-121.87,4.9091
2321,36.83,-119.71,1.8061
912,37.54,-122.0,5.8325
15797,37.77,-122.43,3.6031
8777,33.79,-118.31,3.2472
151,37.81,-122.22,5.3509
15351,33.25,-117.3,3.7933
17757,37.35,-121.8,5.2297
17314,34.72,-120.27,3.2569
1364,38.03,-122.14,2.5795
1738,37.98,-122.33,4.4135
3001,35.3,-119.02,3.6369
12455,33.62,-114.61,2.1759
9309,37.99,-122.55,4.8993
16168,37.78,-122.51,4.0353
6961,33.99,-118.04,3.2359
19633,37.54,-120.89,2.2679
20154,34.46,-119.19,6.6257
2883,35.39,-118.98,1.4146
3720,34.2,-118.42,2.2377
7127,34.02,-118.09,4.5526
9533,37.44,-120.75,3.6182
10235,33.86,-117.92,3.6375
888,37.56,-121.94,8.3996
5471,33.97,-118.5,2.2643
3201,36.35,-119.66,3.1094
16655,35.27,-120.66,2.8009
10468,33.54,-117.72,4.9821
4823,34.05,-118.31,2.3536
4704,34.05,-118.34,3.9167
12653,38.52,-121.45,2.6288
343,37.75,-122.19,1.9167
12716,38.6,-121.37,3.788
4136,34.12,-118.18,1.9219
3237,36.1,-119.56,1.5313
3188,36.33,-119.78,3.2386
4522,34.04,-118.21,2.2454
2223,36.82,-119.82,5.2809
12388,33.77,-116.44,2.2439
16782,37.68,-122.49,5.3311
2121,36.75,-119.7,2.4956
6858,34.05,-118.14,3.4118
992,37.77,-121.61,4.2083
13273,34.11,-117.62,6.148
10686,33.62,-117.74,5.6877
16636,35.31,-120.82,2.5172
15576,33.05,-116.88,2.8827
3672,34.21,-118.41,5.5920000000000005
10252,33.89,-117.87,3.343
7366,33.96,-118.21,2.4688
6257,34.05,-117.96,4.6364
4734,34.05,-118.38,3.0707
18999,38.35,-121.95,5.8269
1465,37.95,-121.97,5.431
4593,34.05,-118.27,1.5727
19348,38.62,-122.85,4.5913
3565,34.23,-118.57,4.9676
12095,33.84,-117.26,2.7232
5840,34.19,-118.32,4.1731
283,37.79,-122.16,5.9849
19920,36.32,-119.33,1.6148
14593,32.83,-117.18,4.2708
11790,38.8,-121.22,3.5265
6175,34.08,-117.93,4.3947
17181,37.54,-122.49,6.3256
8911,34.02,-118.48,2.7072
4151,34.12,-118.21,3.6845
14271,32.7,-117.12,1.0531
14130,32.76,-117.09,1.5208
20309,34.17,-119.15,4.8125
15720,37.78,-122.45,3.7159
13502,34.16,-117.35,2.4444
10313,33.85,-117.8,5.6403
14499,32.86,-117.23,3.6083
7376,33.97,-118.23,1.6065
14920,32.6,-117.03,5.152
19937,36.3,-119.38,3.6875
13204,34.05,-117.69,4.3264
18844,41.26,-123.08,1.6757
8861,34.06,-118.38,6.2344
15308,33.19,-117.37,4.1875
3161,35.23,-118.85,1.7656
2630,40.75,-124.21,1.6528
18443,37.25,-121.82,5.1663
3174,36.37,-119.78,3.1406
2565,40.78,-124.15,3.1711
18474,37.13,-121.66,3.8788
1203,39.38,-121.74,2.3243
6413,34.11,-118.03,6.5722
17074,37.48,-122.21,2.9286
616,37.74,-122.15,3.95
10118,33.94,-117.92,5.582999999999999
3114,35.61,-117.66,4.8494
10833,33.69,-117.93,5.01
18623,37.05,-122.03,3.9728
20482,34.28,-118.72,5.4459
7481,33.93,-118.23,1.4861
18702,40.57,-122.34,2.6591
16275,37.93,-121.25,2.0833
15204,32.91,-117.08,7.5604
2728,32.79,-115.55,1.6351
13920,34.22,-115.52,1.3333
14761,32.55,-117.06,1.4384
2460,36.44,-119.77,3.2083
15724,37.78,-122.44,2.8654
10318,33.84,-117.81,10.5981
11810,38.92,-121.07,4.515
18784,40.48,-122.36,2.0899
8092,33.82,-118.22,3.6086
1357,38.02,-121.91,3.4817
16539,37.79,-121.22,1.7228
7798,33.9,-118.08,4.2083
8997,34.0,-118.34,5.0407
12886,38.66,-121.34,2.8092
18198,37.39,-122.03,4.0223
7776,33.9,-118.09,4.2132
14201,32.71,-117.02,3.5388
1590,37.93,-122.1,8.039
20360,34.17,-118.94,6.3303
3140,34.87,-118.19,5.0553
12472,38.58,-121.47,1.5922
5338,34.04,-118.45,3.9489
8895,34.03,-118.49,3.6769
8758,33.81,-118.38,6.4956
15009,32.75,-117.02,5.2835
547,37.77,-122.27,2.7115
7118,33.9,-118.02,3.5938
7264,33.99,-118.22,2.6964
6937,34.0,-118.09,4.1458
26,37.85,-122.28,2.4597
1067,39.73,-121.85,3.4191
3918,34.18,-118.52,4.2143
12678,38.55,-121.38,4.3288
6604,34.18,-118.17,4.375
5529,33.96,-118.41,6.0286
6678,34.15,-118.1,2.7431
5398,34.03,-118.43,5.2099
11360,33.74,-117.91,3.3846
14380,32.74,-117.25,2.6962
17365,34.95,-120.43,2.3506
8081,33.81,-118.19,4.4559
9413,37.87,-122.5,6.3066
16580,37.75,-121.43,2.1424
10740,33.6,-117.9,3.6538
20120,37.88,-120.41,4.4231
437,37.87,-122.3,2.1705
15704,37.79,-122.43,4.2042
11112,33.84,-117.89,2.8021
19737,40.32,-122.42,2.6827
5269,34.06,-118.54,11.4233
1861,41.84,-124.3,3.0313
10891,33.72,-117.86,2.3333
17290,34.43,-119.64,5.622999999999999
8316,33.33,-118.32,3.3906
10673,33.62,-117.85,15.0001
9225,36.94,-120.06,2.2375
1,37.86,-122.22,8.3014
2706,32.87,-115.6,4.1293
19028,38.37,-122.01,5.778
8518,33.89,-118.32,5.1669
13327,34.05,-117.66,2.5391
5325,34.04,-118.43,5.8587
10691,33.63,-117.72,1.9
9196,37.21,-119.45,2.9449
6957,33.98,-118.06,4.7266
7329,33.98,-118.17,2.9844
5966,34.11,-117.81,3.6201
15464,33.16,-117.23,3.6736
15939,37.73,-122.41,3.8643
4011,34.17,-118.59,5.4847
3462,34.32,-118.46,4.1514
534,37.78,-122.27,3.9444
11962,34.01,-117.4,2.7083
12152,33.68,-117.27,5.3238
